TfName,GeneName,Family,UniProt,Source,TaxGroup,Species
MA0492.1.JUND(var.2),JUND(var.2),Jun-related factors,P17535,ChIP-seq,vertebrates,Homo sapiens
MA0493.1.Klf1,Klf1,Three-zinc finger Krüppel-related factors,P46099,ChIP-seq,vertebrates,Mus musculus
MA0494.1.Nr1h3::Rxra,Nr1h3+Rxra,RXR-related receptors (NR2);Thyroid hormone receptor-related factors (NR1),Q9Z0Y9;P28700,ChIP-seq,vertebrates,Mus musculus
MA0495.1.MAFF,MAFF,Maf-related factors,Q9ULX9,ChIP-seq,vertebrates,Homo sapiens
MA0496.1.MAFK,MAFK,Maf-related factors,O60675,ChIP-seq,vertebrates,Homo sapiens
MA0497.1.MEF2C,MEF2C,Regulators of differentiation,Q06413,ChIP-seq,vertebrates,Homo sapiens
MA0498.1.Meis1,Meis1,TALE-type homeo domain factors,Q60954,ChIP-seq,vertebrates,Mus musculus
MA0499.1.Myod1,Myod1,MyoD / ASC-related factors,P10085,ChIP-seq,vertebrates,Mus musculus
MA0500.1.Myog,Myog,MyoD / ASC-related factors,P12979,ChIP-seq,vertebrates,Mus musculus
MA0501.1.MAF::NFE2,MAF+NFE2,Jun-related factors;Maf-related factors,O75444;Q16621,ChIP-seq,vertebrates,Homo sapiens
MA0502.1.NFYB,NFYB,NFY,P25208,ChIP-seq,vertebrates,Homo sapiens
MA0503.1.Nkx2-5(var.2),Nkx2-5(var.2),NK-related factors,P42582,ChIP-seq,vertebrates,Mus musculus
MA0504.1.NR2C2,NR2C2,RXR-related receptors (NR2),P49116,ChIP-seq,vertebrates,Homo sapiens
MA0505.1.Nr5a2,Nr5a2,FTZ-F1-related receptors (NR5),P45448,ChIP-seq,vertebrates,Mus musculus
MA0506.1.NRF1,NRF1,Jun-related factors,Q16656,ChIP-seq,vertebrates,Homo sapiens
MA0507.1.POU2F2,POU2F2,POU domain factors,P09086,ChIP-seq,vertebrates,Homo sapiens
MA0508.1.PRDM1,PRDM1,More than 3 adjacent zinc finger factors,O75626,ChIP-seq,vertebrates,Homo sapiens
MA0509.1.Rfx1,Rfx1,RFX-related factors,P48377,ChIP-seq,vertebrates,Mus musculus
MA0510.1.RFX5,RFX5,RFX-related factors,P48382,ChIP-seq,vertebrates,Homo sapiens
MA0511.1.RUNX2,RUNX2,Runt-related factors,Q13950,ChIP-seq,vertebrates,Homo sapiens
MA0512.1.Rxra,Rxra,RXR-related receptors (NR2),P28700,ChIP-seq,vertebrates,Mus musculus
MA0513.1.SMAD2::SMAD3::SMAD4,SMAD2+SMAD3+SMAD4,SMAD factors,Q15796;P84022;Q13485,ChIP-seq,vertebrates,Homo sapiens
MA0514.1.Sox3,Sox3,SOX-related factors,P53784,ChIP-seq,vertebrates,Mus musculus
MA0515.1.Sox6,Sox6,SOX-related factors,P40645,ChIP-seq,vertebrates,Mus musculus
MA0516.1.SP2,SP2,Three-zinc finger Krüppel-related factors,Q02086,ChIP-seq,vertebrates,Homo sapiens
MA0517.1.STAT1::STAT2,STAT1+STAT2,STAT factors,P42224;P52630,ChIP-seq,vertebrates,Homo sapiens
MA0518.1.Stat4,Stat4,STAT factors,P42228,ChIP-seq,vertebrates,Mus musculus
MA0519.1.Stat5a::Stat5b,Stat5a+Stat5b,STAT factors,P42230;P42232,ChIP-seq,vertebrates,Mus musculus
MA0520.1.Stat6,Stat6,STAT factors,P52633,ChIP-seq,vertebrates,Mus musculus
MA0521.1.Tcf12,Tcf12,E2A-related factors,Q61286,ChIP-seq,vertebrates,Mus musculus
MA0522.1.Tcf3,Tcf3,E2A-related factors,Q9Z1J1,ChIP-seq,vertebrates,Mus musculus
MA0523.1.TCF7L2,TCF7L2,TCF-7-related factors,Q9NQB0,ChIP-seq,vertebrates,Homo sapiens
MA0524.1.TFAP2C,TFAP2C,AP-2,Q92754,ChIP-seq,vertebrates,Homo sapiens
MA0525.1.TP63,TP63,p53-related factors,Q9H3D4,ChIP-seq,vertebrates,Homo sapiens
MA0526.1.USF2,USF2,bHLH-ZIP factors,Q15853,ChIP-seq,vertebrates,Homo sapiens
MA0527.1.ZBTB33,ZBTB33,Other factors with up to three adjacent zinc fingers,Q86T24,ChIP-seq,vertebrates,Homo sapiens
MA0528.1.ZNF263,ZNF263,More than 3 adjacent zinc finger factors,O14978,ChIP-seq,vertebrates,Homo sapiens
MA0007.2.AR,AR,Steroid hormone receptors (NR3),P10275,ChIP-seq,vertebrates,Homo sapiens
MA0102.3.CEBPA,CEBPA,C/EBP-related factors,P49715,ChIP-seq,vertebrates,Homo sapiens
MA0024.2.E2F1,E2F1,E2F-related factors,Q01094,ChIP-seq,vertebrates,Homo sapiens
MA0154.2.EBF1,EBF1,Early B-Cell Factor-related factors,Q9UH73,ChIP-seq,vertebrates,Homo sapiens
MA0162.2.EGR1,EGR1,Three-zinc finger Kruppel-related factors,P18146,ChIP-seq,vertebrates,Homo sapiens
MA0076.2.ELK4,ELK4,Ets-related factors,P28324,ChIP-seq,vertebrates,Homo sapiens
MA0258.2.ESR2,ESR2,Steroid hormone receptors (NR3),Q92731,ChIP-seq,vertebrates,Homo sapiens
MA0098.2.Ets1,Ets1,Ets-related factors,P27577,ChIP-seq,vertebrates,Mus musculus
MA0148.3.FOXA1,FOXA1,Forkhead box (FOX) factors,P55317,ChIP-seq,vertebrates,Homo sapiens
MA0035.3.Gata1,Gata1,GATA-type zinc fingers,P17679,ChIP-seq,vertebrates,Mus musculus
MA0036.2.GATA2,GATA2,GATA-type zinc fingers,P23769,ChIP-seq,vertebrates,Homo sapiens
MA0037.2.GATA3,GATA3,GATA-type zinc fingers,P23771,ChIP-seq,vertebrates,Homo sapiens
MA0114.2.HNF4A,HNF4A,RXR-related receptors (NR2),P41235,ChIP-seq,vertebrates,Homo sapiens
MA0050.2.IRF1,IRF1,Interferon-regulatory factors,P10914,ChIP-seq,vertebrates,Homo sapiens
MA0058.2.MAX,MAX,bHLH-ZIP factors,P61244,ChIP-seq,vertebrates,Homo sapiens
MA0052.2.MEF2A,MEF2A,Regulators of differentiation,Q02078,ChIP-seq,vertebrates,Homo sapiens
MA0100.2.Myb,Myb,Myb/SANT domain factors,P06876,ChIP-seq,vertebrates,Mus musculus
MA0147.2.Myc,Myc,bHLH-ZIP factors,P01108,ChIP-seq,vertebrates,Mus musculus
MA0104.3.Mycn,Mycn,bHLH-ZIP factors,P03966,ChIP-seq,vertebrates,Mus musculus
MA0150.2.Nfe2l2,Nfe2l2,Jun-related factors,Q60795,ChIP-seq,vertebrates,Mus musculus
MA0105.3.NFKB1,NFKB1,NF-kappaB-related factors,P19838,ChIP-seq,vertebrates,Homo sapiens
MA0060.2.NFYA,NFYA,NFY,P23511,ChIP-seq,vertebrates,Homo sapiens
MA0014.2.PAX5,PAX5,Paired domain only,Q02548,ChIP-seq,vertebrates,Homo sapiens
MA0080.3.Spi1,Spi1,Ets-related factors,P17433,ChIP-seq,vertebrates,Mus musculus
MA0143.3.Sox2,Sox2,SOX-related factors,P48432,ChIP-seq,vertebrates,Mus musculus
MA0079.3.SP1,SP1,Three-zinc finger Krüppel-related factors,P08047,ChIP-seq,vertebrates,Homo sapiens
MA0083.2.SRF,SRF,Responders to external signals (SRF/RLM1),P11831,ChIP-seq,vertebrates,Homo sapiens
MA0137.3.STAT1,STAT1,STAT factors,P42224,ChIP-seq,vertebrates,Homo sapiens
MA0144.2.STAT3,STAT3,STAT factors,P40763,ChIP-seq,vertebrates,Homo sapiens
MA0140.2.GATA1::TAL1,GATA1+TAL1,GATA-type zinc fingers;Tal-related factors,P15976;P17542,ChIP-seq,vertebrates,Homo sapiens
MA0003.2.TFAP2A,TFAP2A,AP-2,P05549,ChIP-seq,vertebrates,Homo sapiens
MA0106.2.TP53,TP53,p53-related factors,P04637,ChIP-seq,vertebrates,Homo sapiens
MA0093.2.USF1,USF1,bHLH-ZIP factors,P22415,ChIP-seq,vertebrates,Homo sapiens
MA0095.2.YY1,YY1,More than 3 adjacent zinc finger factors,P25490,ChIP-seq,vertebrates,Homo sapiens
MA0103.2.ZEB1,ZEB1,HD-ZF factors,P37275,ChIP-seq,vertebrates,Homo sapiens
MA0529.1.BEAF-32,BEAF-32,,Q94513,ChIP-chip,insects,Drosophila melanogaster
MA0216.2.cad,cad,HOX-related factors,P09085,ChIP-chip,insects,Drosophila melanogaster
MA0530.1.cnc::maf-S,cnc+maf-S,Jun-related factors;Maf-related factors,P20482;Q4QPP9,ChIP-chip,insects,Drosophila melanogaster
MA0531.1.CTCF,CTCF,More than 3 adjacent zinc finger factors,Q9VS55,ChIP-chip,insects,Drosophila melanogaster
MA0452.2.Kr,Kr,More than 3 adjacent zinc finger factors,P07247,ChIP-chip,insects,Drosophila melanogaster
MA0532.1.Stat92E,Stat92E,STAT factors,Q24151,ChIP-chip,insects,Drosophila melanogaster
MA0533.1.su(Hw),su(Hw),Factors with multiple dispersed zinc fingers,P08970,ChIP-chip,insects,Drosophila melanogaster
MA0534.1.EcR::usp,EcR+usp,,P34021;P20153,ChIP-seq,insects,Drosophila melanogaster
MA0237.2.pan,pan,,Q8IMA8,ChIP-chip,insects,Drosophila melanogaster
MA0535.1.Mad,Mad,SMAD factors,P42003,ChIP-chip,insects,Drosophila melanogaster
MA0536.1.pnr,pnr,GATA-type zinc fingers,Q9VEZ8,ChIP-chip,insects,Drosophila melanogaster
MA0247.2.tin,tin,,P22711,ChIP-chip,insects,Drosophila melanogaster
MA0537.1.blmp-1,blmp-1,More than 3 adjacent zinc finger factors,Q93560,ChIP-seq,nematodes,Caenorhabditis elegans
MA0538.1.daf-12,daf-12,GATA-type zinc fingers,G5EFF5,ChIP-seq,nematodes,Caenorhabditis elegans
MA0540.1.dpy-27,dpy-27,,P48996,ChIP-seq,nematodes,Caenorhabditis elegans
MA0541.1.efl-1,efl-1,E2F-related factors,G5EF11,ChIP-seq,nematodes,Caenorhabditis elegans
MA0542.1.elt-3,elt-3,GATA-type zinc fingers,G5ECF7,ChIP-seq,nematodes,Caenorhabditis elegans
MA0543.1.eor-1,eor-1,,G5EDU4,ChIP-seq,nematodes,Caenorhabditis elegans
MA0544.1.snpc-4,snpc-4,Myb/SANT domain factors,P91868,ChIP-seq,nematodes,Caenorhabditis elegans
MA0545.1.hlh-1,hlh-1,,P22980,ChIP-seq,nematodes,Caenorhabditis elegans
MA0546.1.pha-4,pha-4,Forkhead box (FOX) factors,Q17381,ChIP-seq,nematodes,Caenorhabditis elegans
MA0547.1.skn-1,skn-1,,P34707,ChIP-seq,nematodes,Caenorhabditis elegans
MA0548.1.AGL15,AGL15,,Q38847,ChIP-chip,plants,Arabidopsis thaliana
MA0549.1.BZR2,BZR2,,Q9LN63,ChIP-chip,plants,Arabidopsis thaliana
MA0550.1.BZR1,BZR1,,Q8S307,ChIP-chip,plants,Arabidopsis thaliana
MA0551.1.HY5,HY5,,O24646,ChIP-chip,plants,Arabidopsis thaliana
MA0552.1.PIF1,PIF1,,Q8GZM7,ChIP-chip,plants,Arabidopsis thaliana
MA0553.1.SMZ,SMZ,,Q6PV68,ChIP-chip,plants,Arabidopsis thaliana
MA0554.1.SOC1,SOC1,,O64645,ChIP-chip,plants,Arabidopsis thaliana
MA0555.1.SVP,SVP,,Q9FVC1,ChIP-chip,plants,Arabidopsis thaliana
MA0556.1.AP3,AP3,,P35632,ChIP-seq,plants,Arabidopsis thaliana
MA0557.1.FHY3,FHY3,,Q9LIE5,ChIP-seq,plants,Arabidopsis thaliana
MA0558.1.FLC,FLC,,Q5Q9J1,ChIP-seq,plants,Arabidopsis thaliana
MA0559.1.PI,PI,,P48007,ChIP-seq,plants,Arabidopsis thaliana
MA0560.1.PIF3,PIF3,,O80536,ChIP-seq,plants,Arabidopsis thaliana
MA0561.1.PIF4,PIF4,,Q8W2F3,ChIP-seq,plants,Arabidopsis thaliana
MA0562.1.PIF5,PIF5,,Q84LH8,ChIP-seq,plants,Arabidopsis thaliana
MA0563.1.SEP3,SEP3,,O22456,ChIP-seq,plants,Arabidopsis thaliana
MA0564.1.ABI3,ABI3,,Q01593,PBM,plants,Arabidopsis thaliana
MA0565.1.FUS3,FUS3,,Q9LW31,PBM,plants,Arabidopsis thaliana
MA0566.1.MYC2,MYC2,,Q39204,PBM,plants,Arabidopsis thaliana
MA0567.1.ERF1B,ERF1B,,Q8LDC8,PBM,plants,Arabidopsis thaliana
MA0568.1.MYC3,MYC3,,Q9FIP9,PBM,plants,Arabidopsis thaliana
MA0569.1.MYC4,MYC4,,O49687,PBM,plants,Arabidopsis thaliana
MA0570.1.ABF1,ABF1,,Q9M7Q5,SELEX,plants,Arabidopsis thaliana
MA0005.2.AG,AG,,P17839,SELEX,plants,Arabidopsis thaliana
MA0571.1.ANT,ANT,,Q38914,SELEX,plants,Arabidopsis thaliana
MA0008.2.HAT5,HAT5,,Q02283,SELEX,plants,Arabidopsis thaliana
MA0110.2.ATHB-5,ATHB-5,,P46667,SELEX,plants,Arabidopsis thaliana
MA0573.1.ATHB-9,ATHB-9,,O04292,SELEX,plants,Arabidopsis thaliana
MA0574.1.MYB15,MYB15,Myb/SANT domain factors,Q9LTC4,SELEX,plants,Arabidopsis thaliana
MA0575.1.F3A4.140,F3A4.140,Myb/SANT domain factors,Q9SN12,SELEX,plants,Arabidopsis thaliana
MA0576.1.RAX3,RAX3,Myb/SANT domain factors,Q9M2Y9,SELEX,plants,Arabidopsis thaliana
MA0577.1.SPL3,SPL3,,P93015,SELEX,plants,Arabidopsis thaliana
MA0578.1.SPL8,SPL8,,Q8GXL3,SELEX,plants,Arabidopsis thaliana
MA0579.1.CDC5,CDC5,Myb/SANT domain factors,P92948,SELEX,plants,Arabidopsis thaliana
MA0580.1.DYT1,DYT1,,O81900,SELEX,plants,Arabidopsis thaliana
MA0581.1.LEC2,LEC2,,Q1PFR7,SELEX,plants,Arabidopsis thaliana
MA0582.1.RAV1,RAV1,,Q9ZWM9,SELEX,plants,Arabidopsis thaliana
MA0583.1.RAV1(var.2),RAV1(var.2),,Q9ZWM9,SELEX,plants,Arabidopsis thaliana
MA0584.1.SEP1,SEP1,,P29382,SELEX,plants,Arabidopsis thaliana
MA0001.2.AGL3,AGL3,,P29383,SELEX,plants,Arabidopsis thaliana
MA0585.1.AGL1,AGL1,,P29381,SELEX,plants,Arabidopsis thaliana
MA0586.1.SPL14,SPL14,,Q8RY95,SELEX,plants,Arabidopsis thaliana
MA0587.1.TCP16,TCP16,TCP domain,Q9M1U4,SELEX,plants,Arabidopsis thaliana
MA0588.1.TGA1,TGA1,,Q39237,SELEX,plants,Arabidopsis thaliana
MA0589.1.ZAP1,ZAP1,,Q9SI37,SELEX,plants,Arabidopsis thaliana
MA0590.1.LFY,LFY,,Q00958,SELEX,plants,Arabidopsis thaliana
MA0591.1.Bach1::Mafk,Bach1+Mafk,Jun-related factors;Maf-related factors,P97302;Q61827,ChIP-seq,vertebrates,Mus musculus
MA0592.1.ESRRA,ESRRA,Steroid hormone receptors (NR3),P11474,ChIP-seq,vertebrates,Homo sapiens
MA0593.1.FOXP2,FOXP2,Forkhead box (FOX) factors,O15409,ChIP-seq,vertebrates,Homo sapiens
MA0594.1.Hoxa9,Hoxa9,HOX-related factors,P09631,ChIP-seq,vertebrates,Mus musculus
MA0595.1.SREBF1,SREBF1,bHLH-ZIP factors,P36956,ChIP-seq,vertebrates,Homo sapiens
MA0596.1.SREBF2,SREBF2,bHLH-ZIP factors,Q12772,ChIP-seq,vertebrates,Homo sapiens
MA0597.1.THAP1,THAP1,THAP-related factors,Q9NVV9,ChIP-seq,vertebrates,Homo sapiens
MA0598.1.EHF,EHF,Ets-related factors,Q9NZC4,ChIP-seq,vertebrates,Homo sapiens
MA0599.1.KLF5,KLF5,Three-zinc finger Krüppel-related factors,Q13887,ChIP-seq,vertebrates,Homo sapiens
MA0600.1.RFX2,RFX2,RFX-related factors,P48378,ChIP-seq,vertebrates,Homo sapiens
MA0113.2.NR3C1,NR3C1,Steroid hormone receptors (NR3),P04150,ChIP-seq,vertebrates,Mus musculus
MA0601.1.Arid3b,Arid3b,ARID-related factors,Q9Z1N7,PBM,vertebrates,Mus musculus
MA0602.1.Arid5a,Arid5a,ARID-related factors,Q3U108,universal protein binding microarray (PBM),vertebrates,Mus musculus
MA0603.1.Arntl,Arntl,PAS domain factors,Q9WTL8,PBM,vertebrates,Mus musculus
MA0604.1.Atf1,Atf1,CREB-related factors,P81269,PBM,vertebrates,Mus musculus
MA0605.1.Atf3,Atf3,Fos-related factors,Q60765,PBM,vertebrates,Mus musculus
MA0606.1.NFAT5,NFAT5,NFAT-related factors,A0A1D5NT38,PBM,vertebrates,Gallus gallus
MA0607.1.Bhlha15,Bhlha15,Tal-related factors,Q9QYC3,PBM,vertebrates,Mus musculus
MA0608.1.Creb3l2,Creb3l2,CREB-related factors,Q8BH52,PBM,vertebrates,Mus musculus
MA0609.1.Crem,Crem,CREB-related factors,P27699,PBM,vertebrates,Mus musculus
MA0610.1.DMRT3,DMRT3,DMRT factors,Q9NQL9,PBM,vertebrates,Homo sapiens
MA0611.1.Dux,Dux,Paired-related HD factors,A1JVI8,PBM,vertebrates,Mus musculus
MA0612.1.EMX1,EMX1,NK-related factors,Q04741,PBM,vertebrates,Homo sapiens
MA0613.1.FOXG1,FOXG1,Forkhead box (FOX) factors,P55316,PBM,vertebrates,Homo sapiens
MA0614.1.Foxj2,Foxj2,Forkhead box (FOX) factors,Q9ES18,PBM,vertebrates,Mus musculus
MA0615.1.Gmeb1,Gmeb1,GMEB,Q9JL60,universal protein binding microarray (PBM),vertebrates,Mus musculus
MA1099.1.Hes1,Hes1,Hairy-related factors,P35428,PBM,vertebrates,Mus musculus
MA0616.1.Hes2,Hes2,Hairy-related factors,O54792,PBM,vertebrates,Mus musculus
MA0618.1.LBX1,LBX1,NK-related factors,P52954,PBM,vertebrates,Homo sapiens
MA0619.1.LIN54,LIN54,,F1NCE0,PBM,vertebrates,Gallus gallus
MA0620.1.Mitf,Mitf,bHLH-ZIP factors,Q08874,PBM,vertebrates,Mus musculus
MA0621.1.mix-a,mix-a,Paired-related HD factors,P21711,PBM,vertebrates,Xenopus laevis
MA0622.1.Mlxip,Mlxip,bHLH-ZIP factors,Q2VPU4,PBM,vertebrates,Mus musculus
MA0623.1.Neurog1,Neurog1,Tal-related factors,P70660,PBM,vertebrates,Mus musculus
MA0624.1.NFATC1,NFATC1,NFAT-related factors,G1MTN6,PBM,vertebrates,Meleagris gallopavo
MA0625.1.NFATC3,NFATC3,NFAT-related factors,Q12968,PBM,vertebrates,Homo sapiens
MA0626.1.Npas2,Npas2,PAS domain factors,P97460,PBM,vertebrates,Mus musculus
MA0627.1.Pou2f3,Pou2f3,POU domain factors,P31362,universal protein binding microarray (PBM),vertebrates,Mus musculus
MA0628.1.POU6F1,POU6F1,POU domain factors,Q14863,PBM,vertebrates,Homo sapiens
MA0629.1.Rhox11,Rhox11,Paired-related HD factors,Q810N8,universal protein binding microarray (PBM),vertebrates,Mus musculus
MA0630.1.SHOX,SHOX,Paired-related HD factors,O15266,PBM,vertebrates,Homo sapiens
MA0631.1.Six3,Six3,HD-SINE factors,Q62233,universal protein binding microarray (PBM),vertebrates,Mus musculus
MA0632.1.Tcfl5,Tcfl5,PAS domain factors,Q32NY8,PBM,vertebrates,Mus musculus
MA0633.1.Twist2,Twist2,Tal-related factors,Q9D030,PBM,vertebrates,Mus musculus
MA0634.1.ALX3,ALX3,Paired-related HD factors,O95076,HT-SELEX,vertebrates,Homo sapiens
MA0007.3.Ar,Ar,Steroid hormone receptors (NR3),P19091,HT-SELEX,vertebrates,Mus musculus
MA0635.1.BARHL2,BARHL2,NK-related factors,Q9NY43,HT-SELEX,vertebrates,Homo sapiens
MA0636.1.BHLHE41,BHLHE41,Hairy-related factors,Q9C0J9,HT-SELEX,vertebrates,Homo sapiens
MA0637.1.CENPB,CENPB,,P07199,HT-SELEX,vertebrates,Homo sapiens
MA0638.1.CREB3,CREB3,CREB-related factors,O43889,HT-SELEX,vertebrates,Homo sapiens
MA0639.1.DBP,DBP,C/EBP-related factors,Q10586,HT-SELEX,vertebrates,Homo sapiens
MA0154.3.EBF1,EBF1,Early B-Cell Factor-related factors,Q9UH73,HT-SELEX,vertebrates,Homo sapiens
MA0598.2.EHF,EHF,Ets-related factors,Q9NZC4,HT-SELEX,vertebrates,Homo sapiens
MA0640.1.ELF3,ELF3,Ets-related factors,P78545,HT-SELEX,vertebrates,Homo sapiens
MA0641.1.ELF4,ELF4,Ets-related factors,Q99607,HT-SELEX,vertebrates,Homo sapiens
MA0136.2.ELF5,ELF5,Ets-related factors,Q9UKW6,HT-SELEX,vertebrates,Homo sapiens
MA0027.2.EN1,EN1,NK-related factors,Q05925,HT-SELEX,vertebrates,Homo sapiens
MA0642.1.EN2,EN2,NK-related factors,P19622,HT-SELEX,vertebrates,Homo sapiens
MA0643.1.Esrrg,Esrrg,Steroid hormone receptors (NR3),P62509,HT-SELEX,vertebrates,Mus musculus
MA0644.1.ESX1,ESX1,Paired-related HD factors,Q8N693,HT-SELEX,vertebrates,Homo sapiens
MA0645.1.ETV6,ETV6,Ets-related factors,P41212,HT-SELEX,vertebrates,Homo sapiens
MA0475.2.FLI1,FLI1,Ets-related factors,Q01543,HT-SELEX,vertebrates,Homo sapiens
MA0042.2.FOXI1,FOXI1,Forkhead box (FOX) factors,Q12951,HT-SELEX,vertebrates,Homo sapiens
MA0033.2.FOXL1,FOXL1,Forkhead box (FOX) factors,Q12952,HT-SELEX,vertebrates,Homo sapiens
MA0157.2.FOXO3,FOXO3,Forkhead box (FOX) factors,O43524,HT-SELEX,vertebrates,Homo sapiens
MA0646.1.GCM1,GCM1,GCM factors,Q9NP62,HT-SELEX,vertebrates,Homo sapiens
MA0647.1.GRHL1,GRHL1,Grainyhead-related factors,Q9NZI5,HT-SELEX,vertebrates,Homo sapiens
MA0648.1.GSC,GSC,Paired-related HD factors,P56915,HT-SELEX,vertebrates,Homo sapiens
MA0649.1.HEY2,HEY2,Hairy-related factors,Q9UBP5,HT-SELEX,vertebrates,Homo sapiens
MA0131.2.HINFP,HINFP,Factors with multiple dispersed zinc fingers,Q9BQA5,HT-SELEX,vertebrates,Homo sapiens
MA0043.2.HLF,HLF,C/EBP-related factors,Q16534,HT-SELEX,vertebrates,Homo sapiens
MA0046.2.HNF1A,HNF1A,POU domain factors,P20823,HT-SELEX,vertebrates,Homo sapiens
MA0153.2.HNF1B,HNF1B,POU domain factors,P35680,HT-SELEX,vertebrates,Homo sapiens
MA0650.1.HOXA13,HOXA13,HOX-related factors,P31271,HT-SELEX,vertebrates,Homo sapiens
MA0651.1.HOXC11,HOXC11,HOX-related factors,O43248,HT-SELEX,vertebrates,Homo sapiens
MA0486.2.HSF1,HSF1,HSF factors,Q00613,HT-SELEX,vertebrates,Homo sapiens
MA0652.1.IRF8,IRF8,Interferon-regulatory factors,Q02556,HT-SELEX,vertebrates,Homo sapiens
MA0653.1.IRF9,IRF9,Interferon-regulatory factors,Q00978,HT-SELEX,vertebrates,Homo sapiens
MA0654.1.ISX,ISX,Paired-related HD factors,Q2M1V0,HT-SELEX,vertebrates,Homo sapiens
MA0655.1.JDP2,JDP2,Fos-related factors,Q8WYK2,HT-SELEX,vertebrates,Homo sapiens
MA0656.1.JDP2(var.2),JDP2(var.2),Fos-related factors,Q8WYK2,HT-SELEX,vertebrates,Homo sapiens
MA0657.1.KLF13,KLF13,Three-zinc finger Krüppel-related factors,Q9Y2Y9,HT-SELEX,vertebrates,Homo sapiens
MA0658.1.LHX6,LHX6,HD-LIM factors,Q9UPM6,HT-SELEX,vertebrates,Homo sapiens
MA0659.1.MAFG,MAFG,Maf-related factors,O15525,HT-SELEX,vertebrates,Homo sapiens
MA0660.1.MEF2B,MEF2B,Regulators of differentiation,Q02080,HT-SELEX,vertebrates,Homo sapiens
MA0661.1.MEOX1,MEOX1,HOX-related factors,P50221,HT-SELEX,vertebrates,Homo sapiens
MA0662.1.MIXL1,MIXL1,Paired-related HD factors,Q9H2W2,HT-SELEX,vertebrates,Homo sapiens
MA0663.1.MLX,MLX,bHLH-ZIP factors,Q9UH92,HT-SELEX,vertebrates,Homo sapiens
MA0664.1.MLXIPL,MLXIPL,bHLH-ZIP factors,Q9NP71,HT-SELEX,vertebrates,Homo sapiens
MA0665.1.MSC,MSC,Tal-related factors,O60682,HT-SELEX,vertebrates,Homo sapiens
MA0666.1.MSX1,MSX1,NK-related factors,P28360,HT-SELEX,vertebrates,Homo sapiens
MA0667.1.MYF6,MYF6,MyoD / ASC-related factors,P23409,HT-SELEX,vertebrates,Homo sapiens
MA0668.1.NEUROD2,NEUROD2,Tal-related factors,Q15784,HT-SELEX,vertebrates,Homo sapiens
MA0669.1.NEUROG2,NEUROG2,Tal-related factors,Q9H2A3,HT-SELEX,vertebrates,Homo sapiens
MA0670.1.NFIA,NFIA,Nuclear factor 1,Q12857,HT-SELEX,vertebrates,Homo sapiens
MA0671.1.NFIX,NFIX,Nuclear factor 1,Q14938,HT-SELEX,vertebrates,Homo sapiens
MA0048.2.NHLH1,NHLH1,Tal-related factors,Q02575,HT-SELEX,vertebrates,Homo sapiens
MA0672.1.NKX2-3,NKX2-3,NK-related factors,Q8TAU0,HT-SELEX,vertebrates,Homo sapiens
MA0673.1.NKX2-8,NKX2-8,NK-related factors,O15522,HT-SELEX,vertebrates,Homo sapiens
MA0674.1.NKX6-1,NKX6-1,NK-related factors,P78426,HT-SELEX,vertebrates,Homo sapiens
MA0675.1.NKX6-2,NKX6-2,NK-related factors,Q9C056,HT-SELEX,vertebrates,Homo sapiens
MA0676.1.Nr2e1,Nr2e1,RXR-related receptors (NR2),Q9Y466,HT-SELEX,vertebrates,Mus musculus
MA0677.1.Nr2f6,Nr2f6,RXR-related receptors (NR2),P43136,HT-SELEX,vertebrates,Mus musculus
MA0678.1.OLIG2,OLIG2,Tal-related factors,Q13516,HT-SELEX,vertebrates,Homo sapiens
MA0679.1.ONECUT1,ONECUT1,HD-CUT factors,Q9UBC0,HT-SELEX,vertebrates,Homo sapiens
MA0068.2.PAX4,PAX4,Paired plus homeo domain,O43316,HT-SELEX,vertebrates,Homo sapiens
MA0680.1.PAX7,PAX7,Paired plus homeo domain,P23759,HT-SELEX,vertebrates,Homo sapiens
MA0681.1.Phox2b,Phox2b,Paired-related HD factors,Q99453,HT-SELEX,vertebrates,Mus musculus
MA0682.1.Pitx1,Pitx1,Paired-related HD factors,P70314,HT-SELEX,vertebrates,Mus musculus
MA0683.1.POU4F2,POU4F2,POU domain factors,Q12837,HT-SELEX,vertebrates,Homo sapiens
MA0075.2.Prrx2,Prrx2,Paired-related HD factors,Q06348,HT-SELEX,vertebrates,Mus musculus
MA0684.1.RUNX3,RUNX3,Runt-related factors,Q13761,HT-SELEX,vertebrates,Homo sapiens
MA0512.2.Rxra,Rxra,RXR-related receptors (NR2),P28700,HT-SELEX,vertebrates,Mus musculus
MA0685.1.SP4,SP4,Three-zinc finger Krüppel-related factors,Q02446,HT-SELEX,vertebrates,Homo sapiens
MA0686.1.SPDEF,SPDEF,Ets-related factors,O95238,HT-SELEX,vertebrates,Homo sapiens
MA0080.4.SPI1,SPI1,Ets-related factors,P17947,HT-SELEX,vertebrates,Homo sapiens
MA0687.1.SPIC,SPIC,Ets-related factors,Q8N5J4,HT-SELEX,vertebrates,Homo sapiens
MA0083.3.SRF,SRF,Responders to external signals (SRF/RLM1),P11831,HT-SELEX,vertebrates,Homo sapiens
MA0009.2.TBXT,TBXT,Brachyury-related factors,O15178,HT-SELEX,vertebrates,Homo sapiens
MA0688.1.TBX2,TBX2,TBX2-related factors,Q13207,HT-SELEX,vertebrates,Homo sapiens
